date,location,block,pasture,patch,subpatch,plot,array,arrayID,sample,LAI,SoilMoisture,FuelMoisture,burned
2019-05-14T00:00:00Z,CGREC,BOB,SW,SW,NA,2,1,2,NA,NA,20.8,0.431079895,
2019-05-14T00:00:00Z,CGREC,BOB,SW,SW,NA,2,1,3,NA,NA,15.7,0.361200429,
2019-05-14T00:00:00Z,CGREC,BOB,SW,SW,NA,2,2,1,NA,NA,22,0.303017945,
2019-05-14T00:00:00Z,CGREC,BOB,SW,SW,NA,2,2,2,NA,NA,26.8,0.30603097,
2019-05-14T00:00:00Z,CGREC,BOB,SW,SW,NA,2,2,3,NA,NA,27,0.418439716,
2019-05-14T00:00:00Z,CGREC,BOB,SW,SW,NA,2,3,1,NA,NA,19.3,0.501416431,
2019-05-14T00:00:00Z,CGREC,BOB,SW,SW,NA,2,3,2,NA,NA,18,0.3671875,
2019-05-14T00:00:00Z,CGREC,BOB,SW,SW,NA,2,3,3,NA,NA,15,0.727861771,
2019-05-14T00:00:00Z,CGREC,BOB,SW,SW,NA,3,1,1,NA,NA,33.7,0.708268331,
2019-05-14T00:00:00Z,CGREC,BOB,SW,SW,NA,3,1,2,NA,NA,33.2,0.230684327,
2019-05-14T00:00:00Z,CGREC,BOB,SW,SW,NA,3,1,3,NA,NA,30.7,0.265466817,
2019-05-14T00:00:00Z,CGREC,BOB,SW,SW,NA,3,2,1,NA,NA,27.6,0.381491345,
2019-05-14T00:00:00Z,CGREC,BOB,SW,SW,NA,3,2,2,NA,NA,28.7,0.386292835,
2019-05-14T00:00:00Z,CGREC,BOB,SW,SW,NA,3,2,3,NA,NA,26.2,0.194029851,
2019-05-14T00:00:00Z,CGREC,BOB,SW,SW,NA,3,3,1,NA,NA,27.6,0.332326284,
2019-05-14T00:00:00Z,CGREC,BOB,SW,SW,NA,3,3,2,NA,NA,27.9,0.19924812,
2019-05-14T00:00:00Z,CGREC,BOB,SW,SW,NA,3,3,3,NA,NA,25.1,0.395705521,
