LoggerID,Date,TimeStamp,1,2,3,4
2,5/7/2019,10:58:45.1,23.25,19,24.25,29.28
2,5/7/2019,10:58:46.0,23.5,19,24.5,28.96
2,5/7/2019,10:58:46.1,23.25,19,24.5,29.28
2,5/7/2019,10:58:47.0,23.5,19.25,24.5,28.63
2,5/7/2019,10:58:47.1,23.5,19,24.5,28.96
2,5/7/2019,10:58:48.0,23.5,19.25,24.5,28.96
2,5/7/2019,10:58:48.1,23.5,19.25,24.5,28.63
2,5/7/2019,10:58:49.0,23.5,18.75,24.5,28.63
2,5/7/2019,10:58:49.1,23.5,18.75,24.25,28.63
2,5/7/2019,10:58:50.0,23.5,18.75,24.25,28.63
2,5/7/2019,10:58:51.0,23.25,18.75,24.25,28.31
2,5/7/2019,10:58:51.1,23.25,18.5,24.5,28.63
2,5/7/2019,10:58:52.0,23.25,18.75,24.25,28.63
2,5/7/2019,10:58:52.1,23.5,18.5,24.25,28.96
2,5/7/2019,10:58:53.0,23.25,18.5,24.25,28.96
2,5/7/2019,10:58:53.1,23.5,18.5,24.25,28.96
2,5/7/2019,10:58:54.0,23.25,18.5,24.25,28.96
2,5/7/2019,10:58:54.1,23.25,18.25,24.25,28.96
2,5/7/2019,10:58:55.0,23,18.25,24,28.63
2,5/7/2019,10:58:55.1,23.25,18.25,24,28.63
2,5/7/2019,10:58:56.0,23.25,18,24,28.63
2,5/7/2019,10:58:56.1,23,18,23.75,28.63
2,5/7/2019,10:58:57.0,23,18.25,23.75,28.31
2,5/7/2019,10:58:58.0,23,18,23.75,28.63
2,5/7/2019,10:58:58.1,23,18,23.5,28.31
2,5/7/2019,10:58:59.0,22.75,18,23.75,28.31
2,5/7/2019,10:58:59.1,22.75,18,23.5,28.31
2,5/7/2019,10:59:00.0,22.75,17.75,23.5,28.63
2,5/7/2019,10:59:00.1,22.75,17.75,23.25,28.63
2,5/7/2019,10:59:01.0,22.5,17.75,23,28.31
2,5/7/2019,10:59:01.1,22.5,17.75,22.75,28.63
2,5/7/2019,10:59:02.0,22.5,17.75,22.5,28.31
2,5/7/2019,10:59:02.1,22.25,17.75,22.5,28.63
2,5/7/2019,10:59:03.0,22.25,17.5,22.25,27.99
2,5/7/2019,10:59:03.1,22.25,17.5,22,28.31
2,5/7/2019,10:59:04.0,22.25,17.5,21.75,28.31
2,5/7/2019,10:59:05.0,22,17.25,21.75,28.31
2,5/7/2019,10:59:05.1,22.25,17.25,21.5,27.67
2,5/7/2019,10:59:06.0,22.25,17.25,21.25,27.99
2,5/7/2019,10:59:06.1,22,17.25,21.25,27.99
2,5/7/2019,10:59:07.0,22,17.25,21,28.31
2,5/7/2019,10:59:07.1,22,17.25,21,27.99
2,5/7/2019,10:59:08.0,22,17.25,21,27.99
2,5/7/2019,10:59:08.1,22,17.5,21.25,27.67
2,5/7/2019,10:59:09.0,22,17.25,21.25,27.99
2,5/7/2019,10:59:09.1,22,17.25,21.5,27.99
2,5/7/2019,10:59:10.0,22,17.25,21.5,27.99
2,5/7/2019,10:59:11.0,22,17.25,22,27.99
2,5/7/2019,10:59:11.1,22,17.25,21.5,27.99
2,5/7/2019,10:59:12.0,21.75,17,21.75,27.99
2,5/7/2019,10:59:12.1,22,17,21.5,27.67
2,5/7/2019,10:59:13.0,21.75,17,21.25,27.67
2,5/7/2019,10:59:13.1,21.75,17,21.25,27.99
2,5/7/2019,10:59:14.0,21.75,16.75,21,27.67
2,5/7/2019,10:59:14.1,21.75,16.75,21,27.67
2,5/7/2019,10:59:15.0,21.75,17,21,27.67
2,5/7/2019,10:59:15.1,22,17,20.75,27.34
2,5/7/2019,10:59:16.0,22,17,20.75,27.67
2,5/7/2019,10:59:17.0,22,17,20.75,27.67
2,5/7/2019,10:59:17.1,22,17,20.5,27.67
2,5/7/2019,10:59:18.0,22,17,20.5,27.99
2,5/7/2019,10:59:18.1,22,17,20.5,27.67
2,5/7/2019,10:59:19.0,22,17,20.5,27.34
2,5/7/2019,10:59:19.1,21.75,17,20.25,27.67
2,5/7/2019,10:59:20.0,22,17,20.25,27.67
2,5/7/2019,10:59:20.1,21.75,17.25,20.25,27.34
2,5/7/2019,10:59:21.0,22,17.25,20.25,27.34
2,5/7/2019,10:59:21.1,22,17.25,20,27.34
2,5/7/2019,10:59:22.0,21.75,17.25,20,27.34
2,5/7/2019,10:59:22.1,21.75,17.25,20,27.02
2,5/7/2019,10:59:23.0,21.75,17,19.75,27.67
2,5/7/2019,10:59:24.0,21.5,17,19.75,27.02
2,5/7/2019,10:59:24.1,21.75,17,19.75,27.02
2,5/7/2019,10:59:25.0,21.75,17,19.75,27.67
2,5/7/2019,10:59:25.1,21.5,16.75,19.5,27.34
2,5/7/2019,10:59:26.0,21.5,16.75,19.5,27.34
2,5/7/2019,10:59:26.1,21.5,16.5,19.75,27.67
2,5/7/2019,10:59:27.0,21.5,16.5,19.5,27.34
2,5/7/2019,10:59:27.1,21.5,16.5,19.5,27.02
2,5/7/2019,10:59:28.0,21.5,16.5,19.25,27.02
2,5/7/2019,10:59:28.1,21.5,16.5,19.5,27.34
2,5/7/2019,10:59:29.0,21.5,16.5,19.5,27.34
2,5/7/2019,10:59:29.1,21.5,16.5,19.5,27.34
2,5/7/2019,10:59:30.0,21.5,16.25,19.25,27.34
2,5/7/2019,10:59:31.0,21.5,16.25,19.25,26.7
2,5/7/2019,10:59:31.1,21.5,16.25,19.25,26.7
2,5/7/2019,10:59:32.0,21.5,16.25,19.25,27.02
2,5/7/2019,10:59:32.1,21.25,16.25,19.25,27.34
2,5/7/2019,10:59:33.0,21.5,16.25,19.25,27.02
2,5/7/2019,10:59:33.1,21.5,16.25,19.25,27.34
2,5/7/2019,10:59:34.0,21.25,16,19.25,27.02
2,5/7/2019,10:59:34.1,21.5,16,19.25,27.02
2,5/7/2019,10:59:35.0,21.5,16,19.25,27.02
2,5/7/2019,10:59:35.1,21.5,16.25,19.25,26.7
2,5/7/2019,10:59:36.0,21.25,16,19.5,26.7
2,5/7/2019,10:59:37.0,21.25,16,19.5,27.02
2,5/7/2019,10:59:37.1,21.25,16,19.5,27.02
2,5/7/2019,10:59:38.0,21.25,16,19.5,26.7
2,5/7/2019,10:59:38.1,21,16,19.25,26.7
2,5/7/2019,10:59:39.0,21,15.75,19.5,26.7
2,5/7/2019,10:59:39.1,21,15.75,19.5,26.7
2,5/7/2019,10:59:40.0,21,15.75,19.5,26.7
2,5/7/2019,10:59:40.1,21,15.75,19.5,27.02
2,5/7/2019,10:59:41.0,21,15.75,19.5,26.7
2,5/7/2019,10:59:41.1,21,15.75,19.5,26.38
2,5/7/2019,10:59:42.0,21,15.75,19.5,26.38
2,5/7/2019,10:59:42.1,21,16,19.5,26.7
2,5/7/2019,10:59:43.0,21,15.75,19.5,26.38
2,5/7/2019,10:59:44.0,21,15.75,19.5,26.7
2,5/7/2019,10:59:44.1,21,15.5,19.5,27.02
2,5/7/2019,10:59:45.0,21,15.5,19.5,26.7
2,5/7/2019,10:59:45.1,21,15.5,19.5,26.38
2,5/7/2019,10:59:46.0,21,15.5,19.5,26.7
2,5/7/2019,10:59:46.1,21,15.5,19.5,26.7
2,5/7/2019,10:59:47.0,21,15.5,19.5,26.7
2,5/7/2019,10:59:47.1,21,15.5,19.5,26.7
2,5/7/2019,10:59:48.0,21,15.5,19.5,26.38
2,5/7/2019,10:59:48.1,21,15.5,19.5,26.38
2,5/7/2019,10:59:49.0,21,15.5,19.5,26.38
2,5/7/2019,10:59:50.0,20.75,15.5,19.5,26.38
2,5/7/2019,10:59:50.1,21,15.5,19.5,26.7
2,5/7/2019,10:59:51.0,21,15.5,19.5,26.7
2,5/7/2019,10:59:51.1,21,15.5,19.5,26.7
2,5/7/2019,10:59:52.0,21,15.5,19.5,26.05
2,5/7/2019,10:59:52.1,21,15.5,19.5,26.38
2,5/7/2019,10:59:53.0,21,15.5,19.5,26.38
2,5/7/2019,10:59:53.1,21,15.5,19.5,26.05
2,5/7/2019,10:59:54.0,21,15.75,19.5,26.38
2,5/7/2019,10:59:54.1,21,15.5,19.75,26.05
2,5/7/2019,10:59:55.0,21,15.5,19.5,26.05
2,5/7/2019,10:59:55.1,21,15.5,19.5,26.38
2,5/7/2019,10:59:56.0,21,15.5,19.5,26.38
2,5/7/2019,10:59:57.0,21,15.5,19.75,26.7
2,5/7/2019,10:59:57.1,21,15.5,19.75,26.38
2,5/7/2019,10:59:58.0,20.75,15.5,19.75,26.05
2,5/7/2019,10:59:58.1,20.75,15.5,19.75,26.38
2,5/7/2019,10:59:59.0,20.75,15.5,19.75,26.38
2,5/7/2019,10:59:59.1,20.75,15.5,19.75,26.05
2,5/7/2019,11:00:00.0,20.75,15.5,19.75,26.05
2,5/7/2019,11:00:00.1,21,15.5,19.75,26.05
2,5/7/2019,11:00:01.0,20.75,15.5,19.75,26.38
2,5/7/2019,11:00:01.1,20.75,15.25,20,26.05
2,5/7/2019,11:00:02.0,20.75,15.25,20,26.05
2,5/7/2019,11:00:03.0,20.75,15.25,20,26.05
2,5/7/2019,11:00:03.1,21,15.25,20,26.05
