FireCode,location,block,pasture,patch,year,JD,plot,array,AirTemp,dpC,FuelMoisture,LAI,MaxC,MaxWindSpeed,WindSpeed,RH,VPD,ros,SoilMaxC,tHa
H.Fit.Fi.NE.17,H,Fit,Fi,NE,17,300,2,1,6.23,-20.67,NA,0.446666667,101.5,18.14,10,13,8.3279711,1.110096398,21,NA
H.Fit.Fi.NE.17,H,Fit,Fi,NE,17,300,2,2,6.23,-20.67,NA,0.37,63.66666667,18.14,10,13,8.3279711,4.228568872,15.75,NA
H.Fit.Fi.NE.17,H,Fit,Fi,NE,17,300,2,3,6.62,-21.11,NA,0.58,101.25,19.4,10.88,12.22,8.631569261,0.280963421,24.75,NA
H.Fit.Fi.NW.18,H,Fit,Fi,NW,18,290,1,1,18.88,1.37,73.57333333,0.463333333,290.5833333,29.25,15.87,31.17,15.06940894,1.725354093,26.7,1.652266667
H.Fit.Fi.NW.18,H,Fit,Fi,NW,18,290,1,2,18.88,1.37,NA,0.313333333,75.33333333,29.25,15.87,31.17,15.06940894,3.711537445,71,NA
H.Fit.Fi.NW.18,H,Fit,Fi,NW,18,290,1,3,18.88,1.37,53.44333333,0.963333333,329.0833333,29.25,15.87,31.17,15.06940894,6.081636406,20.25,1.9328
H.Fit.Fi.NW.18,H,Fit,Fi,NW,18,290,3,1,18.88,1.37,30.7,0.7,515.38,29.25,15.87,31.17,15.06940894,NA,434.5,1.8688
H.Fit.Fi.NW.18,H,Fit,Fi,NW,18,290,3,2,18.88,1.37,54.77666667,0.606666667,356.0833333,29.25,15.87,31.17,15.06940894,4.931969619,216.25,1.3584
H.Fit.Fi.NW.18,H,Fit,Fi,NW,18,290,3,3,18.88,1.37,67.92,0.63,407.1666667,29.25,15.87,31.17,15.06940894,15,27.02,1.4672
H.Fit.Fi.SE.18,H,Fit,Fi,SE,18,290,1,1,19.93,0.38,118.1333333,1.436666667,287.4166667,27.75,16.51,27.11,17.00715336,8.542421962,28.31,1.5728
H.Fit.Fi.SE.18,H,Fit,Fi,SE,18,290,1,2,19.93,0.38,67.47,0.866666667,311.3333333,27.75,16.51,27.11,17.00715336,3.665083331,71,1.7016
H.Fit.Fi.SE.18,H,Fit,Fi,SE,18,290,1,3,19.93,0.38,53.15,0.93,158.75,27.75,16.51,27.11,17.00715336,0.503911158,30.57,1.796
H.Fit.Fi.SE.18,H,Fit,Fi,SE,18,290,2,1,19.93,0.38,49.30333333,0.946666667,459.5,27.75,16.51,27.11,17.00715336,30,25.41,2.168533333
H.Fit.Fi.SE.18,H,Fit,Fi,SE,18,290,2,2,19.93,0.38,85.06,0.943333333,318.6666667,27.75,16.51,27.11,17.00715336,17.32050808,180.25,0.928
H.Fit.Fi.SE.18,H,Fit,Fi,SE,18,290,3,3,19.93,0.38,73.49,0.853333333,338.75,27.75,16.51,27.11,17.00715336,7.924058157,320.5,1.6048
H.Fit.Fi.SW.17,H,Fit,Fi,SW,17,300,1,2,4.4,-13.66,NA,0.733333333,390,18.32,9.81,26.83,6.239243806,7.205766921,374.75,NA
H.Fit.Fi.SW.17,H,Fit,Fi,SW,17,300,1,3,4.4,-13.66,NA,0.536666667,317,18.32,9.81,26.83,6.239243806,4.271210981,524.5,NA
H.Fit.Fi.SW.17,H,Fit,Fi,SW,17,300,2,1,4.4,-13.66,NA,0.48,288.5833333,18.32,9.81,26.83,6.239243806,3.228732015,17.03,NA
H.Fit.Fi.SW.17,H,Fit,Fi,SW,17,300,2,2,4.4,-13.66,NA,0.586666667,193.0833333,18.32,9.81,26.83,6.239243806,2.723523897,20.9,NA
H.Fit.Fi.SW.17,H,Fit,Fi,SW,17,300,2,3,4.4,-13.66,NA,0.436666667,247.0833333,18.32,9.81,26.83,6.239243806,3.997040325,16.39,NA
H.Fit.Fi.SW.17,H,Fit,Fi,SW,17,300,3,1,5.19,-15.95,NA,0.38,149.5,18.86,10.33,20.6,7.081875874,14.41153384,13.5,NA
H.Fit.Fi.SW.17,H,Fit,Fi,SW,17,300,3,2,5.19,-15.95,NA,0.45,255.5,18.86,10.33,20.6,7.081875874,4.72377493,54.25,NA
H.Fit.Fi.SW.17,H,Fit,Fi,SW,17,300,3,3,5.19,-15.95,NA,0.58,168.13,18.86,10.33,20.6,7.081875874,5.447047794,27,NA
H.Fit.SE.NA.19,H,Fit,SE,NA,19,281,1,1,24.83,1.11,88.37666667,0.186666667,296.0833333,13.8146089,3.724022016,21.21,24.74531165,0.552064131,NA,2.340266667
H.Fit.SE.NA.19,H,Fit,SE,NA,19,281,1,2,24.655,1.39,79.73666667,0.343333333,273.25,17.01720346,6.369783552,21.755,24.28454758,1.188643278,NA,2.495466667
H.Fit.SE.NA.19,H,Fit,SE,NA,19,281,1,3,24.655,1.39,67.13333333,1.32,300.3333333,17.01720346,6.369783552,21.755,24.28454758,0.558919968,NA,2.1616
H.Fit.SE.NA.19,H,Fit,SE,NA,19,281,3,2,24.655,1.39,78.16,1.11,229.75,17.01720346,6.369783552,21.755,24.28454758,1.033663691,NA,2.47627
