X,Y,location,block,pasture,year,TreeID,dbC,deg,FuelMoisture,LAI,mean_mph,RH,ros,SoilMaxC,tempC
683642.692439704,5094798.9602069,CG,BAR,SE,"18","3.1",1.44430911192306,0.856365520748054,1.2613585340211,2.13767182278034,0.543294413481321,0.812562422647482,0.256427455550756,1.33387043164514,1.02915424815296
683632.678734338,5094798.94432926,CG,BAR,SE,"18","3.2",1.44430911192306,0.856365520748054,0.6783246624184,2.17429859856006,0.543294413481321,0.812562422647482,0.0906205223514187,1.37347881127478,1.10784704610014
683637.720160901,5094807.52123106,CG,BAR,SE,"18","3.3",1.44430911192306,0.856365520748054,0.858844652338125,2.60716049413863,0.543294413481321,0.812562422647482,0.0944299346411532,0.287743228485895,1.28275408528742
683687.690442745,5094721.19638007,CG,BAR,SE,"19","1.1",1.13937059924415,0.780546055502704,0.504206899618093,2.13767182278034,1.14418850746084,1.07130822848365,0.148365368010112,0.207943993055596,1.24217811134591
683677.732304395,5094721.18244288,CG,BAR,SE,"19","1.2",1.13937059924415,0.780546055502704,0.510087837308335,1.43343881574289,1.14418850746084,1.07130822848365,0.432607165782863,0.252794658224451,1.07895203435391
683682.77960173,5094729.81447517,CG,BAR,SE,"19","1.3",1.13937059924415,0.780546055502704,0.413947755917552,1.24864008339973,1.14418850746084,1.07130822848365,0.201279415827323,0.419965319308361,1.03837606041239
683597.554699952,5094721.09633753,CG,BAR,SE,"19","2.1",1.14818684876038,0.779231267088045,0.374659800727269,0.938977342716596,1.20682692501807,1.07577899834691,0.017988857573149,0.131919203213534,0.442646988452884
683587.541970762,5094721.03507159,CG,BAR,SE,"19","2.2",1.14818684876038,0.779231267088045,0.689127228851735,1.21534301450907,1.20682692501807,1.07577899834691,0.107020409087961,0.185227422385657,0.70177991294301
683592.525981841,5094729.72625938,CG,BAR,SE,"19","2.3",1.14818684876038,0.779231267088045,0.638849583550377,2.13767182278034,1.20682692501807,1.07577899834691,1.55978731836503,0.131919203213534,1.44044707492376
683642.692439704,5094798.9602069,CG,BAR,SE,"19","3.1",1.14818684876038,0.779231267088045,0.645003860696999,1.15207858361682,1.20682692501807,1.07577899834691,0.0418343783496824,0.131919203213534,0.611713546542528
683632.678734338,5094798.94432926,CG,BAR,SE,"19","3.2",1.14818684876038,0.779231267088045,0.690473856031156,1.14874887672775,1.20682692501807,1.07577899834691,0.0733192832985371,0.134924780256018,0.670425751260931
683637.720160901,5094807.52123106,CG,BAR,SE,"19","3.3",1.14818684876038,0.779231267088045,0.762575510345143,1.17205682495121,1.20682692501807,1.07577899834691,0.00969201726744836,0.137930357298502,0.683643682166121
683677.732304395,5094721.18244288,CG,BAR,SW,"18","1.2",1.41474874589806,0.889235231114535,3.15363846173946,0.206441827122089,0.306770168005001,0.813400691996843,0.00559502937862787,0.212021326252765,0.159844745830208
683682.77960173,5094729.81447517,CG,BAR,SW,"18","1.3",1.41474874589806,0.889235231114535,1.68880203271945,0.203112120233023,0.306770168005001,0.813400691996843,0.00613477226570153,0.214351230936861,0.171218314283511
683597.554699952,5094721.09633753,CG,BAR,SW,"18","2.1",1.37637213035684,1.06629340428865,1.39733706777648,0.765832584485167,0.422068327767268,0.901139550563318,0.105274234127545,3.40981550517496,0.271428674169373
683587.541970762,5094721.03507159,CG,BAR,SW,"18","2.2",1.37637213035684,1.06629340428865,0.944458345237153,0.852404963600882,0.422068327767268,0.901139550563318,0.111413379883117,0.250557949727718,0.472464181425058
683642.692439704,5094798.9602069,CG,BAR,SW,"18","3.1",1.37637213035684,1.06629340428865,1.3124011056096,1.62156725497512,0.422068327767268,0.901139550563318,0.0590143513966088,0.705961119281185,0.638149408352908
683637.720160901,5094807.52123106,CG,BAR,SW,"18","3.3",1.37637213035684,1.06629340428865,1.26336972200498,1.14874887672775,0.422068327767268,0.901139550563318,0.04560592835974,0.217519901307232,1.13274593920061
683687.690442745,5094721.19638007,CG,BAR,SW,"19","1.1",0.614025848659569,0.727516256111448,0.283668648054946,2.13767182278034,0.895215617485771,1.12998708293893,0.453263686277553,0.115330281862768,1.02239158582937
683677.732304395,5094721.18244288,CG,BAR,SW,"19","1.2",0.614025848659569,0.727516256111448,0.248784681123346,2.13767182278034,0.895215617485771,1.12998708293893,0.785075733858324,0.128913626171049,1.14565647636382
683682.77960173,5094729.81447517,CG,BAR,SW,"19","1.3",0.614025848659569,0.727516256111448,0.198487980825849,2.13767182278034,0.895215617485771,1.12998708293893,0.654229778215791,0.203866659858428,1.86065432021202
683597.554699952,5094721.09633753,CG,BAR,SW,"19","2.1",0.618174671961323,0.680183873183715,0.206074751546978,2.13767182278034,0.90311951875482,1.13110477540475,3.39947764707314,0.104845710784334,1.54403876597142
683587.541970762,5094721.03507159,CG,BAR,SW,"19","2.2",0.618174671961323,0.680183873183715,0.197577575454725,2.13767182278034,0.90311951875482,1.13110477540475,0.849869411770459,0.125908049128565,1.27261009180204
683592.525981841,5094729.72625938,CG,BAR,SW,"19","2.3",0.618174671961323,0.680183873183715,0.244618105290776,2.13767182278034,0.90311951875482,1.13110477540475,0.489399510937526,0.203866659858428,1.66238535663417
683642.692439704,5094798.9602069,CG,BAR,SW,"19","3.1",0.618174671961323,0.680183873183715,0.451913957578542,2.13767182278034,0.90311951875482,1.13110477540475,0.669920971226643,0.131919203213534,1.79579424065399
683632.678734338,5094798.94432926,CG,BAR,SW,"19","3.2",0.618174671961323,0.680183873183715,0.410547484182745,2.13767182278034,0.90311951875482,1.13110477540475,0.589544191791725,0.125908049128565,1.31041952206573
683637.720160901,5094807.52123106,CG,BAR,SW,"19","3.3",0.618174671961323,0.680183873183715,0.345729905547199,2.13767182278034,0.90311951875482,1.13110477540475,0.269384416842765,0.106010663126383,0.754036849079809
683677.732304395,5094721.18244288,CG,BOB,NE,"18","1.2",0.946450315712596,0.780546055502704,0.638849583550377,1.12211122161522,0.943231817695249,1.00536437300056,0.173761913381929,0.0943611397059009,0.683951075908102
683682.77960173,5094729.81447517,CG,BOB,NE,"18","1.3",1.07506383806696,1.06497861587399,0.638849583550377,0.928988222049399,0.99322399322199,0.859226083095257,0.603309723750427,0.842260543300819,0.929558675751057
683597.554699952,5094721.09633753,CG,BOB,NE,"18","2.1",1.07506383806696,0.998362669531252,1.11800294693561,1.11045724750349,0.943231817695249,0.932993785839045,0.981344667324244,0.112394601960806,1.14012338900816
683587.541970762,5094721.03507159,CG,BOB,NE,"18","2.2",1.07506383806696,1.24641941709696,1.07506689613076,1.14874887672775,0.833663986353044,0.87962397059638,1.036830962114,1.14980796160153,1.6553153005686
683592.525981841,5094729.72625938,CG,BOB,NE,"18","2.3",1.20938199246125,1.06497861587399,1.47939042615199,1.15041373017228,0.933055544811347,0.853358197649728,0.441639604737531,0.45549636574083,1.3614468832346
683632.678734338,5094798.94432926,CG,BOB,NE,"18","3.2",0.946450315712596,0.933061511603176,0.504206899618093,1.18204594561841,0.943231817695249,0.969598214094485,0.39993854671553,0.10787458687366,1.1671740383025
683637.720160901,5094807.52123106,CG,BOB,NE,"18","3.3",1.27057713616211,1.26833255734128,0.410547484182745,1.14874887672775,0.784758597250797,0.813400691996843,0.404155941512958,2.9100509504363,1.78995375955635
683687.690442745,5094721.19638007,CG,BOB,NE,"19","1.1",0.752492826355603,0.780546055502704,0.326153911718261,1.15041373017228,1.01337894145807,1.12998708293893,0.0739060540148422,0.203866659858428,0.566526666471296
683677.732304395,5094721.18244288,CG,BOB,NE,"19","1.2",1.0112756798025,0.783613895136909,0.49280383758129,0.9239936617158,1.18360921504023,0.933832055188406,0.0808654848269928,0.137930357298502,0.45463534439015
683682.77960173,5094729.81447517,CG,BOB,NE,"19","1.3",0.976010681737592,0.783613895136909,0.537800467882811,0.918999101382201,1.05319484410091,0.933832055188406,0.234029692621455,0.167753137254935,0.507507068010911
683597.554699952,5094721.09633753,CG,BOB,NE,"19","2.1",0.961230498725094,0.779888661295374,0.679049872491572,0.943971903050195,1.11859962710229,0.933832055188406,0.329024507718328,0.131919203213534,0.220093919258517
683587.541970762,5094721.03507159,CG,BOB,NE,"19","2.2",1.01179428271522,0.780546055502704,0.738570772553083,1.09880327339176,1.09301074674375,0.933832055188406,0.0870517022667916,0.131919203213534,0.433117782451468
683592.525981841,5094729.72625938,CG,BOB,NE,"19","2.3",1.01179428271522,0.786681734771114,0.67396328999319,1.03220913561044,1.09301074674375,0.933832055188406,0.123617368984808,0.131919203213534,0.46508673161751
683642.692439704,5094798.9602069,CG,BOB,NE,"19","3.1",1.01179428271522,0.783613895136909,0.52066817724832,0.928988222049399,0.943231817695249,0.933832055188406,0.0524488353692418,0.134924780256018,0.3362887537274
683637.720160901,5094807.52123106,CG,BOB,NE,"19","3.3",1.07506383806696,0.780546055502704,0.734267080023278,0.965614997829124,1.15387078651543,0.933832055188406,0.0369393894926514,0.220175992647102,0.556690066727898
683687.690442745,5094721.19638007,CG,BOB,NW,"18","1.1",1.01179428271522,1.32004756831788,0.220176367748175,0.452840136912968,0.833663986353044,0.716720293703848,0.159151505472808,1.76024298883477,1.00364056756852
683677.732304395,5094721.18244288,CG,BOB,NW,"18","1.2",1.01179428271522,1.32004756831788,0.202259243135151,0.84574554982275,0.833663986353044,0.716720293703848,2.56976355476905,1.28494243327912,1.71494968651295
683597.554699952,5094721.09633753,CG,BOB,NW,"18","2.1",1.03150119339855,1.37000952807493,0.126742638728734,0.855734670489948,0.784758597250797,0.692131059455919,0.62856363930001,2.51746201116607,1.38542359510913
683592.525981841,5094729.72625938,CG,BOB,NW,"18","2.3",1.03150119339855,1.37000952807493,0.0918016560541699,0.752513756928903,0.784758597250797,0.692131059455919,0.0679895529416298,1.62044870778899,1.32609660290677
683642.692439704,5094798.9602069,CG,BOB,NW,"18","3.1",1.01179428271522,1.32004756831788,0.203721758270176,0.4594995506911,0.833663986353044,0.716720293703848,2.26631843138467,0.602280360838898,1.83206670220777
683632.678734338,5094798.94432926,CG,BOB,NW,"18","3.2",1.01179428271522,1.32004756831788,0.15657450112479,1.18204594561841,0.833663986353044,0.716720293703848,1.69973882354237,1.43988109477153,1.82776318982003
683637.720160901,5094807.52123106,CG,BOB,NW,"18","3.3",1.01179428271522,1.32004756831788,0.252621766262848,0.479477792025496,0.833663986353044,0.716720293703848,1.69973882353947,1.32222090822466,1.11645407087561
683687.690442745,5094721.19638007,CG,BOB,SE,"18","1.1",0.976010681737592,1.06979950672774,0.320430498066611,0.948966463383794,1.40195448759774,1.00536437300056,0.104451084492678,0.662857882625403,0.681491925972253
683677.732304395,5094721.18244288,CG,BOB,SE,"18","1.2",0.976010681737592,1.06979950672774,0.464050677921492,0.596017533142804,1.40195448759774,1.00536437300056,0.08061498568017,0.137930357298502,0.776476592244434
683682.77960173,5094729.81447517,CG,BOB,SE,"18","1.3",0.976010681737592,1.06979950672774,0.432582634332354,0.49279661958176,1.40195448759774,1.00536437300056,0.115236530409559,0.148461526470617,1.17117015694826
683597.554699952,5094721.09633753,CG,BOB,SE,"18","2.1",0.853620394335853,1.30295531892731,0.505634338963658,0.486137205803628,1.15387078651543,1.40130692901552,0.0137585296279921,0.107175615468431,0.57820762866658
683592.525981841,5094729.72625938,CG,BOB,SE,"18","2.3",0.853620394335853,1.30295531892731,0.350053467711295,0.612666067588134,1.15387078651543,1.40130692901552,0.313946585613573,0.400743605664567,0.876686952130296
683632.678734338,5094798.94432926,CG,BOB,SE,"18","3.2",0.853620394335853,1.30295531892731,0.508245043574442,2.00781325410676,1.15387078651543,1.40130692901552,1.22112841907437,0.440351985294204,0.6676592075831
683637.720160901,5094807.52123106,CG,BOB,SE,"18","3.3",0.853620394335853,1.30295531892731,0.417884795529253,1.57828106541726,1.15387078651543,1.40130692901552,0.128009040540629,0.130428064215712,0.589888590861865
683597.554699952,5094721.09633753,CG,BOB,SE,"19","2.1",1.11188464487003,0.720942314038151,0.48699542746658,1.14874887672775,1.37409323562433,1.16016477951594,0.489399510937509,0.110134594417233,0.749733336692073
683587.541970762,5094721.03507159,CG,BOB,SE,"19","2.2",1.11188464487003,0.720942314038151,0.358014949977626,1.21534301450907,1.37409323562433,1.16016477951594,0.0952324305648029,0.131919203213534,0.575133691246768
683687.690442745,5094721.19638007,CG,BOB,SW,"18","1.1",1.08699170505951,1.19470440612037,0.213248000671259,0.755843463817969,0.915963358317027,0.697160675552086,0.712724174041925,1.28377748093707,1.42292563163083
683677.732304395,5094721.18244288,CG,BOB,SW,"18","1.2",1.08699170505951,1.19470440612037,0.180607038304101,0.842415842933684,0.915963358317027,0.697160675552086,0.849869411770459,0.978559967320454,1.36267645820253
683597.554699952,5094721.09633753,CG,BOB,SW,"18","2.1",1.11603346817178,1.15131638843661,0.304193997880954,0.442851016245771,0.933055544811347,0.701072599182439,2.26631843138467,1.12883881944467,1.31164909703365
683587.541970762,5094721.03507159,CG,BOB,SW,"18","2.2",1.11603346817178,1.15131638843661,0.229052677340738,0.532753102250551,0.933055544811347,0.701072599182439,0.712724174042353,1.90469707924874,1.34085150252186
683592.525981841,5094729.72625938,CG,BOB,SW,"18","2.3",1.11603346817178,1.15131638843661,0.169959937238743,0.606006653810002,0.933055544811347,0.701072599182439,1.03683096211548,0.33550627450987,1.47610474899358
683642.692439704,5094798.9602069,CG,BOB,SW,"18","3.1",1.11603346817178,1.15131638843661,0.284867511838046,1.17205682495121,0.933055544811347,0.701072599182439,0.437959210533843,0.457826270424927,1.92151828112429
683632.678734338,5094798.94432926,CG,BOB,SW,"18","3.2",1.11603346817178,1.15131638843661,0.253442780701386,0.409553947355111,0.933055544811347,0.701072599182439,0.126933691782186,1.4247367143249,0.578822416150542
683687.690442745,5094721.19638007,CG,BOB,SW,"19","1.1",1.07506383806696,0.282065941224896,0.686263169799945,2.13767182278034,1.20080020030041,0.933832055188406,0.0883876120649449,0.112394601960806,0.440802626000997
683677.732304395,5094721.18244288,CG,BOB,SW,"19","1.2",1.07506383806696,0.282065941224896,1.18341246170809,1.47006559152261,1.20080020030041,0.933832055188406,0.407042806358183,0.104845710784334,0.209335138289177
683682.77960173,5094729.81447517,CG,BOB,SW,"19","1.3",1.07506383806696,0.282065941224896,0.848708549052708,2.13767182278034,1.20080020030041,0.933832055188406,0.219321138521422,0.104845710784334,0.356884134440138
683597.554699952,5094721.09633753,CG,BOB,SW,"19","2.1",1.07506383806696,0.282065941224896,0.752625625560713,1.60491872052979,1.20080020030041,0.933832055188406,0.642440888692732,0.110134594417233,0.750655517918016
683587.541970762,5094721.03507159,CG,BOB,SW,"19","2.2",1.07506383806696,0.282065941224896,0.662228712916832,2.13767182278034,1.20080020030041,0.933832055188406,0.0137247366971763,0.104845710784334,0.46785327529534
683592.525981841,5094729.72625938,CG,BOB,SW,"19","2.3",1.07506383806696,0.282065941224896,1.02894124095795,2.13767182278034,1.20080020030041,0.933832055188406,0.0108053816397387,0.104845710784334,0.255444199586352
683642.692439704,5094798.9602069,CG,BOB,SW,"19","3.1",1.07506383806696,0.282065941224896,0.776262758221425,2.13767182278034,1.20080020030041,0.933832055188406,1.48365368010032,0.104845710784334,0.99349657408314
683632.678734338,5094798.94432926,CG,BOB,SW,"19","3.2",1.07506383806696,0.282065941224896,0.619900647654446,2.13767182278034,1.20080020030041,0.933832055188406,0.0328092267501533,0.104845710784334,0.502281374397231
683637.720160901,5094807.52123106,CG,BOB,SW,"19","3.3",1.07506383806696,0.282065941224896,0.59764300326002,2.13767182278034,1.20080020030041,0.933832055188406,0.118733009849607,0.125908049128565,0.709772150234521
683687.690442745,5094721.19638007,H,Cle,Ca,"17","1.1",0.362618681082457,1.30120226770776,0.305510711778154,1.28193715229039,0.943231817695249,1.31105326240096,1.48365368010032,0.887693684640698,1.08602209041947
683677.732304395,5094721.18244288,H,Cle,Ca,"17","1.2",0.362618681082457,1.30120226770776,0.355720386206544,1.21534301450907,0.943231817695249,1.31105326240096,0.215325074608856,1.69617061002212,0.649522976806212
683682.77960173,5094729.81447517,H,Cle,Ca,"17","1.3",0.362618681082457,1.30120226770776,0.355720386206544,0.675930498480387,0.943231817695249,1.31105326240096,1.30845955643233,0.44967160403059,1.18469548159543
683597.554699952,5094721.09633753,H,Cle,Ca,"17","2.1",0.362618681082457,1.30120226770776,0.410547484182745,1.39181747962956,0.943231817695249,1.31105326240096,0.323759775912516,0.0988811547930478,0.798240069176701
683592.525981841,5094729.72625938,H,Cle,Ca,"17","2.3",0.362618681082457,1.30120226770776,0.352886926958919,0.709227567371046,0.943231817695249,1.31105326240096,0.349238874983227,0.103401169880195,1.01716589221569
683642.692439704,5094798.9602069,H,Cle,Ca,"17","3.1",0.362618681082457,1.30120226770776,0.267057098593839,1.09880327339176,0.943231817695249,1.31105326240096,0.589544191791966,0.427537509531675,1.60828405804548
683637.720160901,5094807.52123106,H,Cle,Ca,"17","3.3",0.362618681082457,1.30120226770776,0.38453355769235,1.15207858361682,0.943231817695249,1.31105326240096,1.22112841907437,0.100372293790869,1.08110379054777
683687.690442745,5094721.19638007,H,Cle,Sh,"17","1.1",0.54608886709335,1.21354970673048,0.52066817724832,0.895691153158739,1.18360921504023,0.859226083095257,0.849869411770459,0.0815466639433712,1.08141118428975
683677.732304395,5094721.18244288,H,Cle,Sh,"17","1.2",0.54608886709335,1.21354970673048,1.13336238985426,0.732535515594508,1.18360921504023,0.859226083095257,3.92537866929698,0.104845710784334,0.819819109863779
683682.77960173,5094729.81447517,H,Cle,Sh,"17","1.3",0.54608886709335,1.21354970673048,0.944458345237153,0.389575706020716,1.18360921504023,0.859226083095257,3.92537866929698,0.131919203213534,0.638764195836871
683597.554699952,5094721.09633753,H,Cle,Sh,"17","2.1",0.54608886709335,1.21354970673048,0.406658636454358,0.958955584050992,1.18360921504023,0.859226083095257,1.69973882353947,1.18941634123117,1.24279289882987
683592.525981841,5094729.72625938,H,Cle,Sh,"17","2.3",0.54608886709335,1.21354970673048,0.410547484182745,0.859064377379014,1.18360921504023,0.859226083095257,1.08870415905754,0.115423478050132,1.40847812575772
683642.692439704,5094798.9602069,H,Cle,Sh,"17","3.1",0.54608886709335,1.21354970673048,0.506225971596268,0.279695378681539,1.18360921504023,0.859226083095257,0.078408319003145,0.792167592592748,0.533942929821292
683637.720160901,5094807.52123106,H,Cle,Sh,"17","3.3",0.54608886709335,1.21354970673048,0.49280383758129,0.359608344019122,1.18360921504023,0.859226083095257,0.112877802585078,0.832940924564434,0.579437203634505
683687.690442745,5094721.19638007,H,Cle,Sh,"18","1.1",0.752492826355603,0.786681734771114,0.355720386206544,2.13767182278034,0.474728069972313,1.32474499510719,0.0811067891191439,0.938951587690817,0.853939815223689
683597.554699952,5094721.09633753,H,Cle,Sh,"18","2.1",0.752492826355603,0.786681734771114,0.410547484182745,2.13767182278034,0.474728069972313,1.32474499510719,0.712724174041925,0.125908049128565,1.1198354020374
683587.541970762,5094721.03507159,H,Cle,Sh,"18","2.2",0.752492826355603,0.786681734771114,0.355720386206544,2.13767182278034,0.474728069972313,1.32474499510719,0.830624590490903,0.130428064215712,1.1883842064992
683592.525981841,5094729.72625938,H,Cle,Sh,"18","2.3",0.752492826355603,0.786681734771114,0.394407314657431,2.13767182278034,0.474728069972313,1.32474499510719,0.589544191791725,0.559177124183116,1.05559010996334
683632.678734338,5094798.94432926,H,Cle,Sh,"18","3.2",0.752492826355603,0.786681734771114,0.410547484182745,2.13767182278034,0.474728069972313,1.32474499510719,1.30845955643084,1.1684471990743,1.13182375797467
683637.720160901,5094807.52123106,H,Cle,Sh,"18","3.3",0.752492826355603,0.786681734771114,0.570476727408787,2.13767182278034,0.474728069972313,1.32474499510719,1.88569091789871,0.089887722712436,0.948002300269927
683677.732304395,5094721.18244288,H,Fit,NC,"17","1.2",1.07506383806696,1.21354970673048,0.410547484182745,1.09880327339176,0.833663986353044,0.847490312204199,0.942845458949726,1.74626356073019,1.43860271247187
683682.77960173,5094729.81447517,H,Fit,NC,"17","1.3",1.12770203370797,1.24641941709696,0.442248295955448,0.864058937712613,0.784758597250797,0.812981557322162,0.558870682547388,2.44407001361704,1.16932579449637
683597.554699952,5094721.09633753,H,Fit,NC,"17","2.1",0.946450315712596,0.933061511603176,0.508245043574442,1.09880327339176,0.950345328837394,1.04057168567374,0.422466526018714,0.0793565535403206,1.06450452848079
683587.541970762,5094721.03507159,H,Fit,NC,"17","2.2",0.946450315712596,0.786681734771114,0.532142537961126,1.09880327339176,0.950345328837394,1.00536437300056,0.356362087021023,0.0973900157952261,0.71223130017037
683592.525981841,5094729.72625938,H,Fit,NC,"17","2.3",0.853620394335853,0.786681734771114,0.498505368599692,1.09880327339176,0.99322399322199,1.03833630074211,0.522996561089484,0.0763742755446773,0.911422444974168
683642.692439704,5094798.9602069,H,Fit,NC,"17","3.1",0.752492826355603,0.933061511603176,0.953308273677919,0.902350566936871,1.18360921504023,0.918882918458131,1.88569091789772,0.0629074264706006,0.551464373114218
683632.678734338,5094798.94432926,H,Fit,NC,"17","3.2",0.976010681737592,0.919475364651697,0.645614344508806,0.918999101382201,1.03303989586483,0.933832055188406,0.618086844924114,0.252794658224451,0.942469212914266
683687.690442745,5094721.19638007,H,Fit,NC,"18","1.1",0.946450315712596,1.24641941709696,1.42260671435347,0.462829257580166,0.855103318545342,0.932993785839045,0.225755605170182,0.124416910130743,1.07188197828834
683677.732304395,5094721.18244288,H,Fit,NC,"18","1.2",0.946450315712596,1.24641941709696,0.29051643993143,0.312992447572199,0.855103318545342,0.932993785839045,0.485639663868775,0.330846465141677,0.277883942750977
683682.77960173,5094729.81447517,H,Fit,NC,"18","1.3",0.946450315712596,1.24641941709696,1.03338525108771,0.962285290940058,0.855103318545342,0.932993785839045,0.795757527364169,0.0943611397059009,1.21389788708364
683632.678734338,5094798.94432926,H,Fit,NC,"18","3.2",0.946450315712596,1.24641941709696,1.05913782121897,0.606006653810002,0.855103318545342,0.932993785839045,0.645328278022058,1.00768377587166,1.31349345948554
683637.720160901,5094807.52123106,H,Fit,NC,"18","3.3",0.946450315712596,1.24641941709696,1.3131990914846,0.629314602033463,0.855103318545342,0.932993785839045,1.96268933464514,0.125908049128565,1.50192582331999
683687.690442745,5094721.19638007,H,Fit,NS,"17","1.1",0.322887935713579,0.919475364651697,0.451913957578542,1.60491872052979,0.613935531073455,0.363250051389865,0.485639663868876,1.81033593954284,0.797686760441135
