Logger_ID,Date,Time_Stamp,1,2,3,4
R2,10/7/2019,16:03:05.0,23.5,24,25.25,27.99
R2,10/7/2019,16:03:05.1,23.5,24,25.5,27.99
R2,10/7/2019,16:03:06.0,23.5,24.25,25.5,28.31
R2,10/7/2019,16:03:06.1,23.5,24.25,25.5,28.31
R2,10/7/2019,16:03:07.0,23.5,24.25,25.5,28.31
R2,10/7/2019,16:03:07.1,23.5,24.25,25.5,28.31
R2,10/7/2019,16:03:08.0,23.5,24.25,25.5,27.99
R2,10/7/2019,16:03:08.1,23.5,24,25.25,28.31
R2,10/7/2019,16:03:09.0,23.5,24,25.25,28.31
R2,10/7/2019,16:03:10.0,23.5,24,25.25,28.31
R2,10/7/2019,16:03:10.1,23.5,24,25.25,28.31
R2,10/7/2019,16:03:11.0,23.5,24,25.25,28.31
R2,10/7/2019,16:03:11.1,23.5,24,25.5,28.31
R2,10/7/2019,16:03:12.0,23.5,24,25.5,28.31
R2,10/7/2019,16:03:12.1,23.5,24,25.5,27.99
R2,10/7/2019,16:03:13.0,23.5,24,25.5,28.31
R2,10/7/2019,16:03:13.1,23.5,24,25.5,28.31
R2,10/7/2019,16:03:14.0,23.5,24,25.5,28.31
R2,10/7/2019,16:03:14.1,23.5,24,25.5,28.31
R2,10/7/2019,16:03:15.0,23.5,24,25.5,28.31
R2,10/7/2019,16:03:16.0,23.5,24,25.5,28.31
R2,10/7/2019,16:03:16.1,23.5,24,25.5,28.31
R2,10/7/2019,16:03:17.0,23.5,24,25.5,27.99
R2,10/7/2019,16:03:17.1,23.5,24,25.5,27.99
R2,10/7/2019,16:03:18.0,23.5,24,25.25,28.31
R2,10/7/2019,16:03:18.1,23.5,24,25.5,28.31
R2,10/7/2019,16:03:19.0,23.5,24,25.25,27.99
R2,10/7/2019,16:03:19.1,23.5,24,25.5,28.31
R2,10/7/2019,16:03:20.0,23.5,24,25.5,28.31
R2,10/7/2019,16:03:20.1,23.5,24,25.25,28.31
R2,10/7/2019,16:03:21.0,23.5,24,25.5,28.31
