Logger_ID,Date,Time_Stamp,1,2,3,4,5,6,7
Y3,10/8/2019,0:23:08.0,32.25,26.75,28.25,36.25,nan,nan,21.22
Y3,10/8/2019,0:23:09.0,32.25,26.75,28,36.25,nan,nan,20.58
Y3,10/8/2019,0:23:09.1,32.25,26.75,28.25,36.25,nan,nan,21.22
Y3,10/8/2019,0:23:10.0,32.25,26.75,28,36.25,nan,nan,21.22
Y3,10/8/2019,0:23:11.0,32.5,26.75,28,36.25,nan,nan,21.22
Y3,10/8/2019,0:23:12.0,32.5,26.75,28.25,36.5,nan,nan,20.58
Y3,10/8/2019,0:23:12.1,32.25,26.75,28.25,36.25,nan,nan,21.22
Y3,10/8/2019,0:23:13.0,32.25,26.75,28,36.25,nan,nan,20.9
Y3,10/8/2019,0:23:14.0,32.25,26.75,28,36.25,nan,nan,20.58
Y3,10/8/2019,0:23:15.0,32.5,26.75,28,36.5,nan,nan,21.54
Y3,10/8/2019,0:23:15.1,32.5,26.5,28.25,36.5,nan,nan,20.9
Y3,10/8/2019,0:23:16.0,32.25,26.5,28,36.5,nan,nan,20.9
Y3,10/8/2019,0:23:17.0,32.25,26.5,28,36.25,nan,nan,21.54
Y3,10/8/2019,0:23:18.0,32.25,26.5,28,36.25,nan,nan,21.22
Y3,10/8/2019,0:23:18.1,32.25,26.75,28.25,36.25,nan,nan,20.9
Y3,10/8/2019,0:23:19.0,32.25,26.5,28.25,36.5,nan,nan,20.9
Y3,10/8/2019,0:23:20.0,32.25,26.5,28.25,36.5,nan,nan,20.9
Y3,10/8/2019,0:23:20.1,32.25,26.75,28.25,36.5,nan,nan,20.9
Y3,10/8/2019,0:23:21.0,32.25,26.5,28.25,36.5,nan,nan,20.9
Y3,10/8/2019,0:23:22.0,32.25,26.5,28.25,36.5,nan,nan,21.22
Y3,10/8/2019,0:23:23.0,32.25,26.75,28.25,36.5,nan,nan,21.22
Y3,10/8/2019,0:23:23.1,32.25,26.75,28.25,36.25,nan,nan,21.22
Y3,10/8/2019,0:23:24.0,32.25,26.5,28.25,36.25,nan,nan,21.54
Y3,10/8/2019,0:23:25.0,32.25,26.5,28.25,36.25,nan,nan,21.22
Y3,10/8/2019,0:23:26.0,32.25,26.5,28.25,36.25,nan,nan,20.58
Y3,10/8/2019,0:23:26.1,32.25,26.5,28.25,36.25,nan,nan,21.22
Y3,10/8/2019,0:23:27.0,32.25,26.5,28.25,36.25,nan,nan,21.22
Y3,10/8/2019,0:23:28.0,32.25,26.5,28.25,36.25,nan,nan,20.9
Y3,10/8/2019,0:23:29.0,32.25,26.5,28.25,36.25,nan,nan,21.54
Y3,10/8/2019,0:23:29.1,32.25,26.5,28.25,36.25,nan,nan,21.22
Y3,10/8/2019,0:23:30.0,32.25,26.5,28.25,36.25,nan,nan,21.22
Y3,10/8/2019,0:23:31.0,32.25,26.75,28.25,36.5,nan,nan,20.58
Y3,10/8/2019,0:23:32.0,32.25,26.5,28.25,36.5,nan,nan,21.87
Y3,10/8/2019,0:23:32.1,32.25,26.5,28.25,36.5,nan,nan,21.54
Y3,10/8/2019,0:23:33.0,32.25,26.5,28.25,36.25,nan,nan,21.54
Y3,10/8/2019,0:23:34.0,32.25,26.5,28.25,36.25,nan,nan,21.54
Y3,10/8/2019,0:23:34.1,32.25,26.5,28.25,36.25,nan,nan,20.9
Y3,10/8/2019,0:23:35.0,32.25,26.5,28.25,36.25,nan,nan,20.58
Y3,10/8/2019,0:23:36.0,32.25,26.5,28.25,36.5,nan,nan,21.54
Y3,10/8/2019,0:23:37.0,32.25,26.5,28.25,36.5,nan,nan,21.22
Y3,10/8/2019,0:23:37.1,32.25,26.5,28.25,36.5,nan,nan,21.22
Y3,10/8/2019,0:23:38.0,32.25,26.5,28.25,36.5,nan,nan,21.22
Y3,10/8/2019,0:23:39.0,32.25,26.5,28,36.5,nan,nan,21.54
Y3,10/8/2019,0:23:40.0,32.25,26.5,28.25,36.75,nan,nan,21.22
Y3,10/8/2019,0:23:40.1,32,26.5,28.25,36.75,nan,nan,21.54
Y3,10/8/2019,0:23:41.0,32,26.75,28.25,36.5,nan,nan,21.22
Y3,10/8/2019,0:23:42.0,32,26.5,28.25,36.5,nan,nan,21.87
Y3,10/8/2019,0:23:43.0,32,26.75,28.25,36.5,nan,nan,21.54
Y3,10/8/2019,0:23:43.1,32.25,26.5,28.25,36.5,nan,nan,21.22
Y3,10/8/2019,0:23:44.0,32.25,26.5,28.25,36.5,nan,nan,21.22
Y3,10/8/2019,0:23:45.0,32.25,26.5,28,36.5,nan,nan,21.22
Y3,10/8/2019,0:23:46.0,32,26.5,28,36.5,nan,nan,21.22
Y3,10/8/2019,0:23:46.1,32,26.5,28,36.5,nan,nan,21.22
Y3,10/8/2019,0:23:47.0,32,26.75,28,36.5,nan,nan,21.22
Y3,10/8/2019,0:23:48.0,32.25,26.75,28.25,36.5,nan,nan,21.22
Y3,10/8/2019,0:23:48.1,32,26.5,28,36.5,nan,nan,21.54
Y3,10/8/2019,0:23:49.0,32.25,26.75,28.25,36.5,nan,nan,20.9
Y3,10/8/2019,0:23:50.0,32.25,26.75,28,36.5,nan,nan,20.9
Y3,10/8/2019,0:23:51.0,32,26.75,28,36.5,nan,nan,20.9
Y3,10/8/2019,0:23:51.1,32,26.75,28.25,36.5,nan,nan,21.22
Y3,10/8/2019,0:23:52.0,32,26.75,28,36.5,nan,nan,21.22
Y3,10/8/2019,0:23:53.0,32,26.5,28.25,36.5,nan,nan,21.22
Y3,10/8/2019,0:23:54.0,32,26.75,28,36.5,nan,nan,21.54
Y3,10/8/2019,0:23:54.1,32,26.75,28,36.5,nan,nan,21.22
Y3,10/8/2019,0:23:55.0,32.25,26.75,28,36.5,nan,nan,21.22
Y3,10/8/2019,0:23:56.0,32,26.75,28.25,36.5,nan,nan,20.9
Y3,10/8/2019,0:23:57.0,32.25,26.75,28,36.5,nan,nan,21.22
Y3,10/8/2019,0:23:57.1,32.25,26.75,28,36.5,nan,nan,21.22
Y3,10/8/2019,0:23:58.0,32.25,26.75,28,36.5,nan,nan,21.22
Y3,10/8/2019,0:23:59.0,32.25,26.75,28.25,36.25,nan,nan,21.22
Y3,10/8/2019,0:24:00.0,32.25,26.75,28.25,36.5,nan,nan,21.22
Y3,10/8/2019,0:24:00.1,32.25,26.75,28,36.5,nan,nan,21.22
Y3,10/8/2019,0:24:01.0,32.25,26.75,28,36.5,nan,nan,21.22
Y3,10/8/2019,0:24:02.0,32.25,26.75,28,36.5,nan,nan,21.22
Y3,10/8/2019,0:24:02.1,32.25,26.75,28.25,36.5,nan,nan,21.87
Y3,10/8/2019,0:24:03.0,32.25,26.75,28.25,36.5,nan,nan,21.87
Y3,10/8/2019,0:24:04.0,32.25,26.75,28.25,36.5,nan,nan,21.22
Y3,10/8/2019,0:24:05.0,32.25,26.75,28.25,36.5,nan,nan,21.54
Y3,10/8/2019,0:24:05.1,32.25,26.75,28.25,36.75,nan,nan,21.22
Y3,10/8/2019,0:24:06.0,32.25,26.5,28.25,36.75,nan,nan,21.22
Y3,10/8/2019,0:24:07.0,32.25,26.75,28.25,36.75,nan,nan,21.22
Y3,10/8/2019,0:24:08.0,32.25,26.75,28.25,36.75,nan,nan,21.22
Y3,10/8/2019,0:24:08.1,32.25,26.75,28.25,36.75,nan,nan,21.22
Y3,10/8/2019,0:24:09.0,32.25,26.75,28.25,36.75,nan,nan,21.22
Y3,10/8/2019,0:24:10.0,32.25,26.75,28.25,36.75,nan,nan,21.54
Y3,10/8/2019,0:24:11.0,32.25,26.75,28.25,36.75,nan,nan,21.22
Y3,10/8/2019,0:24:11.1,32.25,26.75,28.25,36.75,nan,nan,21.22
Y3,10/8/2019,0:24:12.0,32.25,26.75,28.25,36.75,nan,nan,21.54
Y3,10/8/2019,0:24:13.0,32.5,26.75,28.25,36.75,nan,nan,20.9
Y3,10/8/2019,0:24:14.0,32.5,26.75,28.25,36.75,nan,nan,21.22
Y3,10/8/2019,0:24:14.1,32.5,26.75,28.25,36.75,nan,nan,21.54
Y3,10/8/2019,0:24:15.0,32.5,26.75,28.25,36.75,nan,nan,20.9
Y3,10/8/2019,0:24:16.0,32.25,26.75,28.25,36.75,nan,nan,21.22
Y3,10/8/2019,0:24:16.1,32.5,26.75,28.25,36.75,nan,nan,21.22
Y3,10/8/2019,0:24:17.0,32.5,26.75,28.25,37,nan,nan,21.54
Y3,10/8/2019,0:24:18.0,32.5,26.75,28.25,36.75,nan,nan,21.87
Y3,10/8/2019,0:24:19.0,32.5,26.75,28.25,36.75,nan,nan,21.22
Y3,10/8/2019,0:24:19.1,32.5,26.75,28.25,36.75,nan,nan,21.22
Y3,10/8/2019,0:24:20.0,32.5,26.75,28.25,36.75,nan,nan,21.22
Y3,10/8/2019,0:24:21.0,32.5,26.5,28.25,36.75,nan,nan,21.22
Y3,10/8/2019,0:24:22.0,32.5,26.5,28.25,36.75,nan,nan,21.22
Y3,10/8/2019,0:24:22.1,32.5,26.75,28.25,36.75,nan,nan,21.22
Y3,10/8/2019,0:24:23.0,32.5,26.75,28.5,36.75,nan,nan,21.54
Y3,10/8/2019,0:24:24.0,32.5,26.75,28.25,37,nan,nan,21.22
Y3,10/8/2019,0:24:25.0,32.5,26.75,28.25,37,nan,nan,21.87
Y3,10/8/2019,0:24:25.1,32.5,26.75,28.5,37,nan,nan,21.22
Y3,10/8/2019,0:24:26.0,32.5,26.75,28.5,37,nan,nan,21.22
Y3,10/8/2019,0:24:27.0,32.5,26.5,28.5,37,nan,nan,20.9
Y3,10/8/2019,0:24:28.0,32.5,26.75,28.5,36.75,nan,nan,21.54
Y3,10/8/2019,0:24:28.1,32.5,26.5,28.5,36.75,nan,nan,21.54
Y3,10/8/2019,0:24:29.0,32.5,26.5,28.5,36.75,nan,nan,21.54
Y3,10/8/2019,0:24:30.0,32.5,26.5,28.5,36.75,nan,nan,20.9
Y3,10/8/2019,0:24:30.1,32.5,26.5,28.5,36.5,nan,nan,21.22
Y3,10/8/2019,0:24:31.0,32.5,26.5,28.5,36.5,nan,nan,21.87
Y3,10/8/2019,0:24:32.0,32.5,26.5,28.5,36.75,nan,nan,21.22
Y3,10/8/2019,0:24:33.0,32.5,26.75,28.5,36.75,nan,nan,21.22
Y3,10/8/2019,0:24:33.1,32.5,26.5,28.5,36.75,nan,nan,21.22
Y3,10/8/2019,0:24:34.0,32.5,26.75,28.5,36.75,nan,nan,20.9
Y3,10/8/2019,0:24:35.0,32.5,26.75,28.5,36.75,nan,nan,21.54
Y3,10/8/2019,0:24:36.0,32.5,26.75,28.5,36.75,nan,nan,20.9
Y3,10/8/2019,0:24:36.1,32.5,26.75,28.5,36.75,nan,nan,21.54
Y3,10/8/2019,0:24:37.0,32.5,26.75,28.5,36.75,nan,nan,20.9
Y3,10/8/2019,0:24:38.0,32.5,26.5,28.5,36.75,nan,nan,21.22
Y3,10/8/2019,0:24:39.0,32.5,26.5,28.5,36.75,nan,nan,21.22
Y3,10/8/2019,0:24:39.1,32.5,26.75,28.5,37,nan,nan,20.9
Y3,10/8/2019,0:24:40.0,32.5,26.75,28.5,37,nan,nan,21.22
Y3,10/8/2019,0:24:41.0,32.5,26.75,28.5,36.75,nan,nan,21.54
Y3,10/8/2019,0:24:42.0,32.5,26.5,28.5,36.75,nan,nan,21.22
Y3,10/8/2019,0:24:42.1,32.5,26.5,28.5,37,nan,nan,21.22
Y3,10/8/2019,0:24:43.0,32.5,26.75,28.5,37,nan,nan,21.54
Y3,10/8/2019,0:24:44.0,32.5,26.75,28.5,37,nan,nan,21.22
Y3,10/8/2019,0:24:44.1,32.5,26.75,28.5,37,nan,nan,20.9
Y3,10/8/2019,0:24:45.0,32.5,26.75,28.5,37,nan,nan,21.22
Y3,10/8/2019,0:24:46.0,32.5,26.75,28.5,37.25,nan,nan,20.9
Y3,10/8/2019,0:24:47.0,32.5,26.75,28.5,37,nan,nan,20.9
Y3,10/8/2019,0:24:47.1,32.5,26.75,28.5,37,nan,nan,20.9
Y3,10/8/2019,0:24:48.0,32.5,26.75,28.5,37,nan,nan,20.9
Y3,10/8/2019,0:24:49.0,32.5,26.75,28.5,37.25,nan,nan,21.87
Y3,10/8/2019,0:24:50.0,32.5,26.75,28.5,37.25,nan,nan,21.22
Y3,10/8/2019,0:24:50.1,32.5,26.75,28.5,37.25,nan,nan,21.22
Y3,10/8/2019,0:24:51.0,32.5,26.75,28.5,37,nan,nan,21.22
Y3,10/8/2019,0:24:52.0,32.5,26.75,28.5,37.25,nan,nan,21.54
Y3,10/8/2019,0:24:53.0,32.5,26.75,28.5,37.25,nan,nan,21.54
Y3,10/8/2019,0:24:53.1,32.5,26.75,28.5,37.25,nan,nan,21.54
Y3,10/8/2019,0:24:54.0,32.5,26.75,28.5,37.25,nan,nan,21.22
Y3,10/8/2019,0:24:55.0,32.5,26.75,28.5,37.25,nan,nan,20.9
Y3,10/8/2019,0:24:56.0,32.5,26.75,28.5,37.25,nan,nan,21.22
Y3,10/8/2019,0:24:56.1,32.5,26.75,28.5,37.25,nan,nan,21.54
Y3,10/8/2019,0:24:57.0,32.5,26.75,28.5,37.25,nan,nan,21.22
Y3,10/8/2019,0:24:58.0,32.5,26.75,28.5,37.25,nan,nan,20.9
Y3,10/8/2019,0:24:58.1,32.5,26.75,28.5,37.25,nan,nan,20.9
Y3,10/8/2019,0:24:59.0,32.5,26.75,28.5,37.25,nan,nan,21.22
Y3,10/8/2019,0:25:00.0,32.5,26.75,28.5,37.25,nan,nan,21.54
Y3,10/8/2019,0:25:01.0,32.5,26.75,28.5,37.25,nan,nan,21.87
Y3,10/8/2019,0:25:01.1,32.5,26.75,28.5,37.25,nan,nan,21.22
Y3,10/8/2019,0:25:02.0,32.75,26.75,28.5,37.25,nan,nan,21.87
Y3,10/8/2019,0:25:03.0,32.75,26.75,28.5,37.25,nan,nan,20.9
Y3,10/8/2019,0:25:04.0,32.5,26.75,28.5,37.25,nan,nan,21.22
Y3,10/8/2019,0:25:04.1,32.75,26.75,28.5,37.25,nan,nan,21.54
Y3,10/8/2019,0:25:05.0,32.75,26.75,28.5,37,nan,nan,21.22
Y3,10/8/2019,0:25:06.0,32.75,26.75,28.5,37,nan,nan,21.22
Y3,10/8/2019,0:25:07.0,32.75,26.75,28.5,37,nan,nan,21.54
Y3,10/8/2019,0:25:07.1,32.75,26.75,28.5,37.25,nan,nan,21.22
Y3,10/8/2019,0:25:08.0,32.75,26.75,28.5,37.25,nan,nan,21.22
Y3,10/8/2019,0:25:09.0,32.75,26.75,28.5,37.25,nan,nan,20.9
Y3,10/8/2019,0:25:10.0,32.75,26.75,28.5,37.25,nan,nan,20.9
Y3,10/8/2019,0:25:10.1,32.75,26.75,28.5,37.25,nan,nan,21.22
Y3,10/8/2019,0:25:11.0,32.75,26.75,28.5,37.25,nan,nan,21.22
Y3,10/8/2019,0:25:12.0,32.75,26.75,28.5,37.25,nan,nan,21.87
Y3,10/8/2019,0:25:12.1,32.75,26.75,28.5,37.25,nan,nan,20.9
Y3,10/8/2019,0:25:13.0,32.75,26.75,28.5,37.25,nan,nan,21.22
Y3,10/8/2019,0:25:14.0,32.75,26.75,28.5,37.25,nan,nan,21.54
Y3,10/8/2019,0:25:15.0,32.75,26.75,28.5,37.25,nan,nan,21.54
Y3,10/8/2019,0:25:15.1,32.75,26.75,28.5,37.25,nan,nan,21.22
Y3,10/8/2019,0:25:16.0,32.75,26.75,28.75,37.5,nan,nan,21.22
Y3,10/8/2019,0:25:17.0,32.75,26.75,28.5,37.5,nan,nan,21.22
Y3,10/8/2019,0:25:18.0,32.75,26.75,28.75,37.25,nan,nan,21.87
Y3,10/8/2019,0:25:18.1,32.75,26.75,28.5,37.5,nan,nan,20.9
Y3,10/8/2019,0:25:19.0,32.75,26.75,28.75,37.5,nan,nan,21.22
Y3,10/8/2019,0:25:20.0,32.75,26.75,28.75,37.5,nan,nan,21.22
Y3,10/8/2019,0:25:21.0,32.75,26.75,28.5,37.5,nan,nan,21.54
Y3,10/8/2019,0:25:21.1,32.75,26.75,28.75,37.5,nan,nan,20.9
Y3,10/8/2019,0:25:22.0,33,26.75,28.5,37.5,nan,nan,21.54
Y3,10/8/2019,0:25:23.0,33,26.75,28.75,37.5,nan,nan,20.9
Y3,10/8/2019,0:25:24.0,32.75,26.75,28.75,37.5,nan,nan,21.22
Y3,10/8/2019,0:25:24.1,32.75,26.75,28.75,37.5,nan,nan,20.9
Y3,10/8/2019,0:25:25.0,32.75,26.75,28.75,37.5,nan,nan,22.19
Y3,10/8/2019,0:25:26.0,32.75,26.75,28.75,37.5,nan,nan,20.58
Y3,10/8/2019,0:25:26.1,32.75,26.75,28.75,37.5,nan,nan,21.54
Y3,10/8/2019,0:25:27.0,33,26.75,28.5,37.5,nan,nan,20.9
Y3,10/8/2019,0:25:28.0,33,27,28.75,37.5,nan,nan,21.54
Y3,10/8/2019,0:25:29.0,33,27,28.75,37.5,nan,nan,21.22
Y3,10/8/2019,0:25:29.1,33,26.75,28.75,37.5,nan,nan,20.9
Y3,10/8/2019,0:25:30.0,33,26.75,28.75,37.5,nan,nan,21.22
Y3,10/8/2019,0:25:31.0,33,26.75,28.75,37.5,nan,nan,21.22
Y3,10/8/2019,0:25:32.0,33,26.75,28.75,37.5,nan,nan,20.9
Y3,10/8/2019,0:25:32.1,33,27,28.75,37.5,nan,nan,21.22
Y3,10/8/2019,0:25:33.0,33,27,28.75,37.5,nan,nan,21.54
Y3,10/8/2019,0:25:34.0,33,27,28.75,37.5,nan,nan,21.22
Y3,10/8/2019,0:25:35.0,33,27,28.75,37.5,nan,nan,20.9
Y3,10/8/2019,0:25:35.1,33,26.75,28.75,37.5,nan,nan,21.54
Y3,10/8/2019,0:25:36.0,33,26.75,28.75,37.5,nan,nan,20.9
Y3,10/8/2019,0:25:37.0,33,27,28.75,37.5,nan,nan,22.19
Y3,10/8/2019,0:25:38.0,33,27,28.75,37.5,nan,nan,21.54
Y3,10/8/2019,0:25:38.1,33,26.75,28.75,37.5,nan,nan,21.87
Y3,10/8/2019,0:25:39.0,33,27,28.75,37.5,nan,nan,21.22
Y3,10/8/2019,0:25:40.0,33,27,28.75,37.5,nan,nan,20.9
Y3,10/8/2019,0:25:40.1,33,27,28.75,37.75,nan,nan,21.22
Y3,10/8/2019,0:25:41.0,33,27,28.75,37.75,nan,nan,21.22
Y3,10/8/2019,0:25:42.0,33,27,28.75,37.75,nan,nan,21.22
Y3,10/8/2019,0:25:43.0,33,27,28.75,37.75,nan,nan,21.22
Y3,10/8/2019,0:25:43.1,33,27.25,28.75,37.75,nan,nan,21.22
Y3,10/8/2019,0:25:44.0,33,27,28.75,37.75,nan,nan,21.54
Y3,10/8/2019,0:25:45.0,33,27,28.75,37.75,nan,nan,21.87
Y3,10/8/2019,0:25:46.0,33,27,28.75,38,nan,nan,21.22
Y3,10/8/2019,0:25:46.1,33,27,28.75,37.75,nan,nan,21.54
Y3,10/8/2019,0:25:47.0,33,27,28.75,37.75,nan,nan,21.54
Y3,10/8/2019,0:25:48.0,33,27,28.75,37.75,nan,nan,21.54
Y3,10/8/2019,0:25:49.0,33,27,28.75,37.75,nan,nan,21.22
Y3,10/8/2019,0:25:49.1,33,27,28.75,37.75,nan,nan,20.9
Y3,10/8/2019,0:25:50.0,33,27,28.75,37.75,nan,nan,20.9
Y3,10/8/2019,0:25:51.0,33.25,27,28.75,38,nan,nan,21.54
Y3,10/8/2019,0:25:52.0,33,27.25,28.75,38,nan,nan,21.54
Y3,10/8/2019,0:25:52.1,33,27,28.75,38,nan,nan,21.22
Y3,10/8/2019,0:25:53.0,33,27.25,28.75,38,nan,nan,21.54
Y3,10/8/2019,0:25:54.0,33,27.25,28.75,38,nan,nan,21.54
Y3,10/8/2019,0:25:54.1,33.25,27.25,28.75,38,nan,nan,21.22
Y3,10/8/2019,0:25:55.0,33,27.25,28.75,38,nan,nan,21.22
Y3,10/8/2019,0:25:56.0,33,27.25,28.5,38,nan,nan,20.9
Y3,10/8/2019,0:25:57.0,33,27.25,28.75,38,nan,nan,21.22
Y3,10/8/2019,0:25:57.1,33,27.25,28.5,38,nan,nan,21.54
Y3,10/8/2019,0:25:58.0,33,27.25,28.75,38,nan,nan,21.87
Y3,10/8/2019,0:25:59.0,33,27.25,28.5,38,nan,nan,21.22
Y3,10/8/2019,0:26:00.0,33,27.25,28.5,38.25,nan,nan,20.9
Y3,10/8/2019,0:26:00.1,33,27.25,28.5,38.25,nan,nan,21.22
Y3,10/8/2019,0:26:01.0,33,27.25,28.5,38.25,nan,nan,20.9
Y3,10/8/2019,0:26:02.0,33.25,27.25,28.5,38.25,nan,nan,21.22
Y3,10/8/2019,0:26:03.0,33.25,27.5,28.5,38.25,nan,nan,21.22
Y3,10/8/2019,0:26:03.1,33.25,27.5,28.5,38.25,nan,nan,21.87
Y3,10/8/2019,0:26:04.0,33.25,27.5,28.5,38.25,nan,nan,21.87
Y3,10/8/2019,0:26:05.0,33.25,27.5,28.5,38.25,nan,nan,20.9
Y3,10/8/2019,0:26:06.0,33.25,27.25,28.5,38.25,nan,nan,21.22
Y3,10/8/2019,0:26:06.1,33.25,27.25,28.5,38.25,nan,nan,21.22
Y3,10/8/2019,0:26:07.0,33.25,27.25,28.5,38.25,nan,nan,21.22
Y3,10/8/2019,0:26:08.0,33.25,27.25,28.5,38.25,nan,nan,21.54
Y3,10/8/2019,0:26:08.1,33.25,27.25,28.5,38.25,nan,nan,21.54
Y3,10/8/2019,0:26:09.0,33.25,27.25,28.5,38.25,nan,nan,21.54
Y3,10/8/2019,0:26:10.0,33.25,27.25,28.5,38.25,nan,nan,21.22
Y3,10/8/2019,0:26:11.0,33,27.25,28.5,38,nan,nan,21.22
Y3,10/8/2019,0:26:11.1,33.25,27.25,28.5,38,nan,nan,21.87
Y3,10/8/2019,0:26:12.0,33.25,27.25,28.5,38,nan,nan,21.22
Y3,10/8/2019,0:26:13.0,33.25,27.25,28.25,38,nan,nan,21.54
Y3,10/8/2019,0:26:14.0,33.25,27.25,28.5,38,nan,nan,21.22
Y3,10/8/2019,0:26:14.1,33.5,27.25,28.25,38,nan,nan,21.54
Y3,10/8/2019,0:26:15.0,33.5,27.25,28.5,38,nan,nan,21.54
Y3,10/8/2019,0:26:16.0,33.5,27.25,28.5,38,nan,nan,21.22
Y3,10/8/2019,0:26:17.0,33.5,27.25,28.5,38,nan,nan,21.22
Y3,10/8/2019,0:26:17.1,33.25,27.25,28.5,38,nan,nan,20.9
Y3,10/8/2019,0:26:18.0,33.25,27.25,28.5,38,nan,nan,21.54
Y3,10/8/2019,0:26:19.0,33.25,27.25,28.5,38,nan,nan,20.9
Y3,10/8/2019,0:26:20.0,33.5,27.25,28.5,38,nan,nan,21.54
Y3,10/8/2019,0:26:20.1,33.25,27.25,28.5,37.75,nan,nan,21.54
Y3,10/8/2019,0:26:21.0,33.25,27.25,28.5,38,nan,nan,20.58
Y3,10/8/2019,0:26:22.0,33.25,27.25,28.5,37.75,nan,nan,20.9
Y3,10/8/2019,0:26:22.1,33.25,27.25,28.5,37.75,nan,nan,21.54
Y3,10/8/2019,0:26:23.0,33.25,27.25,28.5,37.75,nan,nan,20.9
Y3,10/8/2019,0:26:24.0,33.25,27.25,28.5,37.75,nan,nan,21.22
Y3,10/8/2019,0:26:25.0,33,27.25,28.5,37.75,nan,nan,21.54
Y3,10/8/2019,0:26:25.1,33.25,27.25,28.5,37.75,nan,nan,21.87
Y3,10/8/2019,0:26:26.0,33.25,27.25,28.5,37.75,nan,nan,21.22
Y3,10/8/2019,0:26:27.0,33,27,28.5,37.75,nan,nan,21.22
Y3,10/8/2019,0:26:28.0,33,27,28.5,37.75,nan,nan,21.22
Y3,10/8/2019,0:26:28.1,33.25,27.25,28.5,37.75,nan,nan,21.54
Y3,10/8/2019,0:26:29.0,33.25,27,28.5,37.5,nan,nan,21.22
Y3,10/8/2019,0:26:30.0,33.25,27,28.5,37.5,nan,nan,21.54
Y3,10/8/2019,0:26:31.0,33.25,27,28.5,37.5,nan,nan,21.54
Y3,10/8/2019,0:26:31.1,33.25,26.75,28.5,37.5,nan,nan,21.87
Y3,10/8/2019,0:26:32.0,33.25,26.75,28.5,37.5,nan,nan,21.22
Y3,10/8/2019,0:26:33.0,33.25,26.75,28.5,37.5,nan,nan,21.54
Y3,10/8/2019,0:26:34.0,33,26.75,28.5,37.5,nan,nan,21.87
Y3,10/8/2019,0:26:34.1,33.25,26.75,28.75,37.5,nan,nan,21.22
Y3,10/8/2019,0:26:35.0,33.25,26.75,28.5,37.5,nan,nan,21.54
Y3,10/8/2019,0:26:36.0,33.25,26.75,28.5,37.5,nan,nan,21.54
Y3,10/8/2019,0:26:36.1,33.25,26.75,28.75,37.5,nan,nan,21.22
Y3,10/8/2019,0:26:37.0,33.25,26.75,28.75,37.5,nan,nan,21.54
Y3,10/8/2019,0:26:38.0,33.25,26.75,28.75,37.75,nan,nan,20.9
Y3,10/8/2019,0:26:39.0,33.25,26.5,28.75,37.5,nan,nan,21.22
Y3,10/8/2019,0:26:39.1,33.25,26.75,28.75,37.5,nan,nan,21.22
Y3,10/8/2019,0:26:40.0,33.25,26.75,28.75,37.5,nan,nan,21.54
Y3,10/8/2019,0:26:41.0,33,27,28.75,37.5,nan,nan,21.22
Y3,10/8/2019,0:26:42.0,33,26.75,28.75,37.5,nan,nan,21.22
Y3,10/8/2019,0:26:42.1,33.25,27,28.75,37.5,nan,nan,21.22
Y3,10/8/2019,0:26:43.0,33.25,27,28.75,37.75,nan,nan,20.9
Y3,10/8/2019,0:26:44.0,33.25,27,28.75,37.75,nan,nan,20.9
Y3,10/8/2019,0:26:45.0,33.25,27,28.75,37.75,nan,nan,21.54
Y3,10/8/2019,0:26:45.1,33.25,26.75,28.75,37.5,nan,nan,21.54
Y3,10/8/2019,0:26:46.0,33,27,28.75,37.75,nan,nan,21.54
Y3,10/8/2019,0:26:47.0,33.25,27,28.75,37.75,nan,nan,20.9
Y3,10/8/2019,0:26:48.0,33,26.75,28.75,37.75,nan,nan,21.54
Y3,10/8/2019,0:26:48.1,33,27,28.75,37.75,nan,nan,21.22
Y3,10/8/2019,0:26:49.0,33,27,28.75,37.75,nan,nan,21.22
Y3,10/8/2019,0:26:50.0,33,27,28.75,37.75,nan,nan,21.87
Y3,10/8/2019,0:26:50.1,33,27,28.75,37.75,nan,nan,21.22
Y3,10/8/2019,0:26:51.0,33,27,28.75,37.75,nan,nan,21.22
Y3,10/8/2019,0:26:52.0,33,27,28.75,37.75,nan,nan,21.22
Y3,10/8/2019,0:26:53.0,33,27.25,28.75,37.75,nan,nan,21.54
Y3,10/8/2019,0:26:53.1,32.75,27.25,28.75,37.75,nan,nan,21.22
Y3,10/8/2019,0:26:54.0,32.75,27,28.75,37.5,nan,nan,21.54
Y3,10/8/2019,0:26:55.0,32.5,27,28.75,37.5,nan,nan,21.54
Y3,10/8/2019,0:26:56.0,32.75,27,28.75,37.5,nan,nan,21.54
Y3,10/8/2019,0:26:56.1,32.75,27,28.75,37.5,nan,nan,21.54
Y3,10/8/2019,0:26:57.0,32.5,26.75,28.75,37.5,nan,nan,21.54
Y3,10/8/2019,0:26:58.0,32.25,26.75,28.75,37.5,nan,nan,21.22
Y3,10/8/2019,0:26:59.0,32.25,26.75,28.75,37.5,nan,nan,21.22
Y3,10/8/2019,0:26:59.1,32.25,26.75,28.75,37.5,nan,nan,21.54
Y3,10/8/2019,0:27:00.0,32.25,26.75,28.75,37.5,nan,nan,21.87
Y3,10/8/2019,0:27:01.0,32.25,26.75,28.75,37.5,nan,nan,21.54
Y3,10/8/2019,0:27:02.0,32.25,26.75,28.75,37.25,nan,nan,21.87
Y3,10/8/2019,0:27:02.1,32.25,26.75,28.75,37.25,nan,nan,21.54
